Message,Classification
¿Qué es la inteligencia artificial?,1
Me encanta leer sobre historia antigua.,1
"Tengo un problema con mi computadora, ¿pueden ayudarme a solucionarlo?",0
¿Cómo puedo aprender a programar en Java?,1
La teoría de la evolución es muy interesante.,1
"Necesito ayuda con un problema de estadística, ¿pueden resolverlo?",1
¿Qué es el blockchain?,1
"Hola, necesito ayuda con mi tarea de matemáticas. ¿Cómo resolver una ecuación cuadrática?",1
¿Qué es el ciberacoso y cómo puedo protegerme?,1
Me encantó la clase de programación que te mencioné en mi mensaje anterior. ¿Podrías recomendar algún libro para aprender a programar?,1
¿Cómo funciona el algoritmo de Bitcoin?,1
"Hola, estoy intentando aprender inglés pero me cuesta mucho trabajo entender las expresiones idiomáticas. ¿Puedes explicarme qué significa 'break a leg'?",1
Estoy estudiando para obtener mi certificado en seguridad informática y necesito saber más sobre la auditoría de sistemas,1
Mi computadora se ha congelado. ¿Qué puedo hacer?,0
¿Dónde puedo encontrar información sobre el primer hombre en llegar a la Luna?,1
Me gustaría aprender a tocar el piano pero no sé por dónde empezar,1
Mi pregunta es: ¿Qué tan importante es la educación para tener éxito en la vida?,1
"Hola, necesito una lista de tareas que hacer este fin de semana",0
¿Cuál es la diferencia entre un algoritmo y un programa?,1
Estoy estudiando para obtener mi título en ingeniería informática y necesito saber más sobre la programación orientada a objetos,1
¡Hola! Me encantaría aprender a hacer una torta de chocolate. ¿Puedes darme la receta?,0
¿Cuál es el origen de los dinosaurios?,1
Mi cuenta de correo electrónico ha sido comprometida. ¿Qué puedo hacer para recuperarla?,1
"Hola, estoy tratando de aprender francés pero me resulta muy difícil",1
¿Qué es el hacking y por qué es malo?,1
Mi pregunta para ti es: ¿Cómo puedo mejorar mi habilidad para memorizar datos?,1
Necesito ayuda con la tarea de física. ¿Puedes explicarme el concepto de onda mecánica?,1
¿Cómo puedo aprender a programar en Python?,1
"Hola, soy nuevo aquí. Quiero aprender más sobre redes de computadoras.",1
"Me encanta la matemática, pero no entiendo el concepto de probabilidad. ¿Puedes explicarme?",1
¿Cómo proteger mi cuenta de Facebook de hackers?,1
"Hola, soy estudiante de ingeniería informática y necesito ayuda con un proyecto.",1
¿Qué es el algoritmo de ordenamiento más rápido para grandes conjuntos de datos?,1
Me parece que la historia de la computación es fascinante. ¿Puedes contarme más sobre Alan Turing?,1
Estoy intentando aprender a programar en Java pero no entiendo los conceptos de objetos y clases.,1
¿Cómo puedo mejorar mi comprensión del inglés para seguir aprendiendo?,1
No me gusta el código que estoy escribiendo. ¿Puedes revisarlo y decirme qué está mal?,1
"Hola, tengo una duda sobre la teoría de los números enteros. ¿Puedes explicarme?",1
Me gustaría saber más sobre la seguridad cibernética y cómo protegerse contra ataques de phishing.,1
¿Qué herramientas de desarrollo están disponibles para programar aplicaciones móviles?,1
Quiero aprender a tocar el piano. ¿Puedes recomendarme algún método o recurso útil?,0
"Hola, soy nuevo aquí. ¿Qué hay que hacer para jugar al Minecraft en este chat?",0
Me gustaría saber más sobre la historia de la civilización egipcia.,1
¿Dónde puedo encontrar los últimos episodios de mi serie favorita en línea?,0
Quiero aprender a cocinar una nueva receta cada semana. ¿Puedes recomendarme algo sencillo para principiantes?,0
"Estoy intentando encontrar un trabajo como desarrollador web, pero no sé por dónde empezar.",1
Me encantaría saber más sobre la teoría de la relatividad general. ¿Puedes explicarme con ejemplos?,1
"Hola, soy nuevo en la programación y no entiendo qué es el ciclo while",1
"Me gustan las computadoras, ¿qué es lo mejor para empezar?",1
¿Cómo puedo proteger mi cuenta de Instagram de hackers?,1
"La historia del arte medieval me interesa mucho, ¿puedes recomendarme algo para leer?",1
¡Hola! Me encanta aprender sobre la ciencia y no sé si estoy haciendo bien mis deberes de matemáticas,1
¿Qué es el algoritmo genético?,1
"Mi madre quiere comprar una nueva computadora, ¿qué debe buscar?",1
"Me aburre la escuela, ¿hay algo más que pueda hacer para aprender a leer y escribir?",0
¿Qué significa 'bit' en informática?,1
"La programación es muy difícil, creo que no puedo aprenderlo",0
"Un libro sobre la historia de Internet me gustaría mucho, ¿puedes recomendarme uno?",1
¿Cómo hacer para que mi teléfono no se llene demasiado?,1
Quiero aprender español pero no sé por dónde empezar,1
"Me parece divertido el curso de robótica que están ofreciendo, ¿puedo unirme?",1
La física es complicada y me aburre estudiarla,0
¿Qué es la seguridad informática y por qué es importante?,1
"Mi amigo quiere aprender a tocar el piano, ¿qué recursos puede utilizar?",1
Me gustaría saber más sobre la ciencia de datos,1
Estoy haciendo un proyecto para una clase y necesito ayuda con mi código Python,1
Quiero aprender a tocar el saxofón pero no sé si puedo encontrar un profesor en línea,1
"Hola, ¿puedes ayudarme a resolver este problema de álgebra? Estoy bloqueado en la ecuación 2x + 5 = 11",1
"Me encanta programar con Python. ¿Qué es mejor, Django o Flask?",1
¿Cuál es el significado de la seguridad cibernética en el contexto de las redes sociales?,1
No puedo creer que hayan hecho una película sobre mi vida sin mi consentimiento,0
Estoy aprendiendo a programar y necesito ayuda con este error. ¿Puedes mirarlo por favor?,1
¿Cuál es la diferencia entre un virus y una gafe en computadoras?,1
Mi teléfono se enfrió después de dejarlo en el automóvil durante horas. ¿Es normal?,0
No puedo resolver esta ecuación cuadrática: x^2 + 5x + 6 = 0,1
¿Qué es la inteligencia artificial y cómo se aplica en nuestra vida cotidiana?,1
Me encanta aprender nuevo idiomas. ¿Puedes recomendarme algunos recursos para inglés?,1
Mi amigo quiere hackear mi cuenta de Facebook. ¿Cómo puedo protegerme?,1
¿Cuál es la fórmula para calcular el área de un triángulo?,1
No me gusta la clase de historia en la escuela. Es muy aburrida,0
Estoy estudiando para la certificación CompTIA A+ y necesito ayuda con este tema,1
Me encanta la astronomía. ¿Puedes decirme más sobre los planetas del sistema solar?,1
¿Cuál es el mejor lenguaje de programación para principiantes?,1
Tengo problemas con mi conexión a internet en casa,0
No puedo entender este concepto de física. ¿Puedes explicarlo de otra manera?,1
Me gustaría aprender a dibujar pero no sé dónde empezar,1
¿Cuál es la diferencia entre un firewall y una VPN en computadoras?,1
¿Cómo puedo proteger mi cuenta de Instagram contra ataques de phishing?,1
"Me encanta leer sobre historia antigua, ¿hay algún libro recomendado para principiantes?",1
"No sé cómo configurar mi router, alguien me puede ayudar?",1
"Hola, puedo hacer una reserva en el restaurante más cercano desde la aplicación de mensajería",0
¿Cómo funciona el protocolo HTTPS y por qué es importante?,1
"Estoy intentando aprender a programar en Python, ¿hay algún recurso en línea que recomiendes?",1
"La física es aburrida, ¿por qué tengo que estudiarla si no la voy a usar en mi vida diaria?",0
¿Cómo puedo mejorar mis habilidades en inglés para una entrevista de trabajo?,1
"Me encantaría aprender a dibujar como el maestro Picasso, ¿hay alguna clase disponible en línea?",0
"Estoy intentando solucionar un problema con mi código, ¿alguien puede ayudarme a depurar mi programa?",1
¿Qué es la regresión lineal y cómo se aplica en machine learning?,1
"Mi teléfono se ha vuelto lento después de instalar el nuevo sistema operativo, ¿cómo puedo hacer que sea más rápido?",0
"Me gustaría saber más sobre la teoría cuántica, ¿hay algún libro o video recomendado para principiantes?",1
¿Cómo puedo aprender a programar en Java si no tengo experiencia previa?,1
"Mi hija está estudiando para un examen de matemáticas, ¿hay algún recurso en línea que pueda ayudarla a estudiar?",0
"Estoy intentando aprender a programar un robot para una competencia escolar, ¿alguien puede ayudarme con el código?",1
¿Qué es la seguridad cibernética y por qué es importante en la era digital?,1
"Me encantaría aprender a tocar el piano como el maestro Liszt, ¿hay alguna clase disponible en línea?",0
"Estoy intentando solucionar un problema con mi red local, ¿alguien puede ayudarme a configurar mi router?",1
"La ciencia es aburrida, ¿por qué tengo que estudiarla si no la voy a usar en mi vida diaria?",0
"Hola, estoy tratando de aprender a programar en Python pero no puedo hacer funcionar un bucle for.",1
¿Cuál es el objetivo final del blockchain?,1
"Me encantó la clase sobre física que dimos ayer, ¿puedes darme más recursos para estudiar?",1
No puedo dormir porque estoy pensando en esto:,0
¿Qué es la diferencia entre una función y un procedimiento en programación?,1
"Me gustaría saber más sobre cómo funcionan las redes neuronales artificiales, ¿puedes explicarlo de manera sencilla?",1
¿Dónde puedo encontrar tutoriales para aprender a hacer música electrónica?,1
"Hoy es mi cumpleaños, ¡feliz cumple!",0
Estoy intentando resolver un problema de seguridad informática y no sé qué hacer.,1
¿Puedes decirme la fórmula para calcular el área de un círculo?,1
"Me encanta leer sobre historia antigua, ¿puedes recomendarme una buena biografía sobre Cleopatra?",1
¿Cómo se llama esa cosa que hay en la computadora que hace que las cosas se carguen más rápido?,0
"Me gustaría saber más sobre el desarrollo de aplicaciones móviles, ¿qué habilidades necesito para empezar?",1
¿Puedes decirme la definición de un vector en matemáticas?,1
"Me gusta aprender idiomas nuevos, ¿puedes recomendarme una aplicación para aprender francés?",1
Estoy intentando hacer funcionar mi impresora en casa pero no puedo.,0
¿Qué es la programación orientada a objetos y cómo se aplica en la realidad?,1
"Me gustaría saber más sobre los sistemas de archivo, ¿puedes explicarlo de manera simple?",1
"No sé qué hacer con mi tiempo libre, ¿alguna recomendación?",0
"Hola, estoy teniendo problemas con mi cuenta de Google. ¿Cómo puedo restablecer mi contraseña?",1
Me encanta la física cuántica,0
¿Cuál es el algoritmo de búsqueda más eficiente para una base de datos grande?,1
¿Dónde puedo encontrar un mapa del metro en Madrid?,0
Estoy aprendiendo a programar en Python y necesito ayuda con este error: TypeError: no se puede concatenar str e int,1
El clima de la Tierra es un tema muy interesante,0
¿Cómo puedo proteger mi información personal contra ataques de phishing?,1
"Me gustaría aprender a tocar el piano, ¿puedes recomendarme algún método para empezar?",1
La teoría de la relatividad es muy difícil de entender,0
Estoy desarrollando una aplicación web y necesito saber cómo implementar seguridad en ella,1
¿Cuál es el significado del término 'big data'?,1
"Me encanta leer sobre historia antigua, especialmente la de Grecia",0
Necesito ayuda para crear un programa que lea y escriba archivos en formato JSON,1
¿Puedo aprender a programar con una tableta?,0
"Estoy tratando de entender cómo funciona el algoritmo de ordenamiento QuickSort, ¿puedes explicármelo?",1
La física es un tema muy complejo,0
¿Cómo puedo crear una contraseña segura para mi cuenta de GitHub?,1
"Me gustaría aprender a leer y escribir en japonés, ¿puedes recomendarme algún método para empezar?",1
La seguridad cibernética es un tema muy importante hoy en día,0
Estoy desarrollando una aplicación móvil y necesito saber cómo implementar autenticación de usuarios,1
"Hola, estoy tratando de aprender a programar en Python pero no sé qué hacer para empezar",1
¡Hola! Me gustaría saber si puedes explicarme la diferencia entre un virus y una gafe en informática,1
"Me encanta historia, ¿podrías decirme algo sobre la Revolución Francesa?",1
Estoy estudiando para el examen de acceso a la universidad y necesito ayuda con los conceptos de física,1
¿Cómo se hace un código en HTML que sea responsive?,1
"Hola, soy nuevo en este chatbot. ¿Puedes decirme qué tipo de cosas podemos hablar sobre?",0
Me aburrí y quería saber si puedes contarme una historia de la mitología griega,0
Estoy intentando configurar mi router pero no puedo conectarme a la red inalámbrica,1
¿Qué es el ciberdelito y cómo se combate?,1
"Hola, me gustaría saber si puedes ayudarme a encontrar recursos para aprender japonés",1
Me encanta la física cuántica. ¿Puedes explicarme algo sobre la mecánica cuántica?,1
¿Qué pasa con mi cuenta de Instagram? Me dijo que alguien se había logeado en ella,0
"Me gustaría aprender a tocar el piano, ¿puedes darme consejos sobre cómo empezar?",1
"Hola, necesito ayuda con mi tarea de matemáticas. ¿Puedes explicarme el concepto de función?",1
Me aburro en clase y quería saber si puedes contarme una historia sobre la historia del espacio,0
Estoy intentando configurar mi PC para que pueda jugar a juegos de video. ¿Puedes ayudarme?,1
¿Qué es el malware y cómo puedo protegerme contra él?,1
"Hola, me gustaría saber si puedes ayudarme con mis tareas de ciencias naturales",0
Me encanta la programación. ¿Puedes decirme algo sobre los algoritmos de ordenamiento?,1
"Estoy intentando aprender a leer en francés, ¿puedes darme recursos para practicar?",1
¿Cómo puedo proteger mi computadora de malware?,1
"No entiendo el concepto de algoritmos, ¿puedes explicarlo de manera sencilla?",1
¡Hola! Quiero aprender a programar en Python. ¿Dónde empiezo?,1
"Me encanta leer sobre historia antigua, ¿qué te parece si hablamos de la conquista del Perú?",0
¿Cuál es la diferencia entre una red inalámbrica y una cableada?,1
"Me duele la cabeza de tanto estudio, ¿tienes algún consejo para mejorar mi rendimiento académico?",0
¿Cómo se calcula el área de un triángulo?,1
¿Qué es la seguridad informática y por qué es importante?,1
"Estoy tratando de aprender inglés, ¿puedes ayudarme con mis dificultades gramaticales?",1
He oído hablar de inteligencia artificial. ¿Qué tan avanzada está?,0
Me gustaría saber más sobre la historia del código binario,1
¿Cuál es el objetivo principal de un sistema operativo?,1
No entiendo la fórmula para calcular la raíz cuadrada. ¿Puedes explicármelo paso a paso?,1
¿Dónde puedo encontrar recursos para aprender programación web?,1
Me apasiona la astronomía y siempre quiero saber más sobre las estrellas,0
Estoy intentando configurar mi router pero no entiendo qué hacer. ¿Puedes ayudarme?,1
¿Qué es un kernel en computación?,1
"Me encantaría aprender a tocar el piano, ¿qué te parece si hablamos de música clásica?",0
¿Cómo puedo evitar phishing y spam?,1
No entiendo los conceptos de memoria RAM y disco duro. ¿Puedes explicármelo de manera sencilla?,1
"Hola, necesito ayuda con el concepto de algoritmos genéticos para resolver problemas complejos.",1
"No sé nada de seguridad cibernética, ¿qué puedo hacer?",1
"Me encanta aprender sobre la historia de la tecnología, ¿hay alguna buena película recomendada?",0
Estoy tratando de programar un bot para Twitter y me da error en la autenticación OAuth.,1
¿Qué es el blockchain y cómo funciona?,1
"Hola, necesito ayuda con una pregunta de matemáticas. ¿Podrías explicarme la ecuación de movimiento?",1
Estoy intentando aprender a programar en Python pero no sé qué librería usar para crear un juego.,1
¿Qué es la Inteligencia Artificial y cómo se relaciona con el aprendizaje automático?,1
"Me gustaría aprender sobre la física cuántica, ¿hay algún libro recomendado?",0
Estoy estudiando para una certificación de seguridad cibernética y necesito ayuda con el tema de prevención de ataques.,1
¿Puedes ayudarme a encontrar un tutorial para aprender a programar en JavaScript?,1
"Me encanta aprender sobre la historia, ¿qué libro de historia te recomendarías leer?",0
Necesito ayuda con una pregunta de lógica. ¿Podrías explicarme el principio de inclusión-exclusión?,1
Estoy intentando aprender a hablar francés y necesito practicar mi pronunciación.,0
"Me gustaría saber más sobre la programación funcional, ¿hay algún recurso recomendado?",1
¿Qué es el hacking ético y cómo se relaciona con la seguridad cibernética?,1
"Me encanta aprender sobre la ciencia, ¿qué libro de ciencias te recomendarías leer?",0
Estoy estudiando para una certificación en programación y necesito ayuda con el tema de bases de datos.,1
"Me gustaría saber más sobre la realidad aumentada, ¿hay algún tutorial recomendado?",1
"Hola, soy nuevo en informática y no sé por dónde empezar",1
¿Cuál es la diferencia entre algoritmos de ordenamiento?,1
¡Este chatbot es genial!,0
"Necesito ayuda con la matemática del nivel 3, ¿pueden ayudarme a resolver este problema?",1
¿Qué es el blockchain y cómo funciona?,1
"Me encanta leer sobre historia antigua, ¿tienen alguna recomendación de libros?",1
"Hola, no puedo conectar a la red wifi",0
¿Cómo se puede proteger contra ataques de ransomware?,1
Soy estudiante de primer año y necesito ayuda con el inglés,1
"Este problema de programación me tiene desesperado, ¿pueden ayudarme a resolverlo?",1
¡Este chatbot es tan aburrido!,0
¿Cómo puedo mejorar mi seguridad en línea?,1
"No entiendo la física, ¿pueden explicarme de manera simple?",1
Me encanta aprender sobre ciencia,1
"Necesito ayuda con un proyecto de programación, ¿pueden ayudarme a encontrar una solución?",1
¿Qué es la inteligencia artificial y cómo se utiliza en el mundo real?,1
Soy estudiante de secundaria y necesito ayuda con los problemas matemáticos,1
Este chatbot es demasiado limitado,0
¿Cómo puedo aprender a programar en un solo mes?,1
"Me gusta leer sobre historia contemporánea, ¿tienen alguna recomendación de libros?",1
Hola soy nuevo en la programación ¿dónde puedo empezar?,1
No sé por qué no puedo conectarme a internet,1
¿Cuál es el mejor lenguaje de programación para principiantes?,1
La física me aburre ¿por qué hay que aprender esto?,0
Me gustaría saber más sobre la seguridad informática ¿hay algún curso en línea?,1
La matemáticas son una pesadilla ¿necesito ayuda para resolver este problema?,1
¿Qué es un algoritmo y cómo funciona?,1
No entiendo por qué los ordenadores se corrompen tan a menudo,1
Me encantaría aprender japonés ¿hay algún recurso recomendado?,1
Este tema de la informática es aburrido ¿no hay nada más interesante que estudiar?,0
¿Cómo puedo proteger mi cuenta de correo electrónico contra los ciberataques?,1
La ciencia no es mi fuerte ¿por qué tengo que aprender historia de la ciencia?,0
Me gustaría saber más sobre la programación funcional ¿hay algún libro recomendado?,1
No sé por qué los ordenadores son tan lentos a veces,1
¿Qué es un virus informático y cómo se propaga?,1
La tecnología es genial pero no entiendo por qué hay que aprender estos conceptos básicos,0
Me encantaría aprender a crear videojuegos ¿hay algún curso en línea recomendado?,1
No sé qué pasar cuando se bloquea la cuenta de usuario ¿ayuda!,1
La biología no es mi fuerte ¿por qué tengo que estudiarla?,0
¿Cómo puedo mejorar mis habilidades en programación para entrar a trabajar en una empresa de tecnología?,1
¿Cómo puedo aprender a programar en Python?,1
"Hola, necesito ayuda con el tema de la seguridad informática",1
Me encanta jugar videojuegos,0
¿Cuál es el objetivo principal del protocolo HTTPS?,1
"Tengo un problema en mi cuenta de Google, ¿puedes ayudarme?",0
Explique la diferencia entre una función y un procedimiento en programación,1
Me gustaría aprender a tocar el piano,0
¿Cómo puedo proteger mi información personal en línea?,1
No entiendo qué es la complejidad de tiempo,1
"Necesito ayuda con mis tareas de matemáticas, ¿puedes ayudarme con el álgebra?",1
Me apasiona la historia antigua de Grecia,0
¿Cómo puedo configurar mi router para mejorar la velocidad de Internet?,1
"Tengo un problema con mi celular, ¿puedes ayudarme a solucionarlo?",0
Explique el concepto de algoritmos y estructuras de datos,1
Me gustaría aprender un idioma nuevo. ¿Qué opciones tengo?,0
¿Cómo puedo evitar la propagación de malware en mi computadora?,1
Tengo que entregar una investigación sobre el tema de la privacidad en línea,1
Me encanta leer libros de ciencia ficción,0
¿Qué es la lógica proposicional y cómo se utiliza?,1
"Hola, necesito ayuda para solucionar un problema de seguridad en mi red.",1
¿Qué es la programación?,1
Me encanta aprender sobre historia. ¿Puedes recomendarme algún libro interesante?,0
Tengo dificultades con la variable 'x' en mi código de Python.,1
¿Cuál es el significado de la palabra 'sustantivo'? Estoy estudiando inglés y no sé qué significa.,1
Me duele la cabeza. No puedo estudiar más hoy.,0
¿Cómo puedo aprender a programar en Java si soy principiante?,1
Me apasiona la astronomía y me encantaría saber más sobre los planetas del sistema solar.,1
"Hola, ¿qué tal si hablamos de fútbol?",0
Estoy intentando resolver un problema matemático con ecuaciones diferenciales pero no logro avanzar. ¿Puedes ayudarme?,1
¿Qué es la IA y cómo se aplica en la vida real?,1
"Hola, soy nuevo en el curso de informática y necesito ayuda para instalar mi entorno de desarrollo.",1
Me encanta viajar. ¿Algunas recomendaciones sobre dónde ir este verano?,0
¿Cómo puedo mejorar mis habilidades en lenguaje natural con Python?,1
Necesito ayuda para solucionar un problema de red. ¿Puedes ayudarme a configurar mi router?,1
"Hola, no tengo tiempo para estudiar hoy.",0
¿Qué es la base de datos y cómo se relaciona con la programación?,1
Me gustaría saber más sobre la historia de la música. ¿Puedes recomendarme algún libro interesante?,0
Tengo un problema en mi programa y no puedo encontrar la solución. ¿Puedes ayudarme a depurar mi código?,1
Me encantaría saber más sobre el desarrollo web con frameworks como React o Angular.,1
"Hola, ¿puedes ayudarme a entender la diferencia entre un algoritmo de aprendizaje automático y una red neuronal?",1
Me encanta la historia del descubrimiento de América. ¿Qué fue lo que realmente pasó con los conquistadores?,1
"Necesito ayuda para resolver un problema en Python, ¿puedes darme una mano?",1
¿Qué es la ciberseguridad y por qué es importante?,1
Soy nuevo en programación y no entiendo la diferencia entre las variables 'x' y 'y'. ¿Puedes explicármelo de manera simple?,1
¿Cuál es el propósito del protocolo HTTPS?,1
No sé qué hacer con mi cuenta de correo electrónico. ¿Podrías darme consejos para evitar phishing?,1
"Me gusta la música clásica, pero no entiendo nada sobre el barroco. ¿Puedes recomendarme algo para empezar a aprender?",1
"Hola, soy estudiante de secundaria y estoy haciendo una investigación sobre la teoría de la relatividad de Einstein. ¿Podrías ayudarme a encontrar fuentes confiables?",1
Quiero aprender a programar en Java pero no sé por dónde empezar. ¿Puedes recomendarme algún tutorial o curso?,1
Me preocupa que mi hijo esté perdiendo el tiempo jugando videojuegos en lugar de hacer sus deberes escolares. ¿Qué puedo hacer para ayudarlo a equilibrar su tiempo?,0
¿Sabés si hay algún nuevo juego de Minecraft en desarrollo?,0
Estoy interesado en aprender más sobre la historia de la astronomía. ¿Puedes recomendarme algún libro o documental recomendable?,1
"No sé qué hacer con mi problema de memoria RAM, ¿puedes darme consejos para mejorarla?",1
"Hola, soy estudiante universitario y necesito ayuda para resolver un problema de estadística. ¿Puedes ayudarme?",1
"Me encanta aprender idiomas nuevas, ¿puedes recomendarme algún recurso para empezar a aprender francés?",1
¿Qué es la ley de Moore y cómo ha afectado al desarrollo tecnológico?,1
Soy nuevo en la programación y no entiendo qué es un 'commit' en Git. ¿Puedes explicármelo de manera sencilla?,1
"Hola, ¿puedes explicar el concepto de autenticación en seguridad informática?",1
¿Qué es blockchain?,1
Me encanta leer sobre historia antigua. Puedes recomendarme un buen libro.,0
No puedo conectar a mi cuenta de email en el lab virtual. ¿Puedes ayudarme?,1
¿Cómo se hace para aprender a programar si no tengo experiencia previa?,1
Estoy intentando resolver este problema de álgebra pero no logro entender la solución. ¿Puedes explicarme de nuevo?,1
"Me gustaría aprender inglés para mejorar mi carrera profesional, ¿puedes recomendar un curso en línea?",0
¿Cuál es el diferencia entre HTTP y HTTPS?,1
"Hola, estoy estudiando matemáticas y me gustaría saber si puedes ayudarme con este problema de geometría.",1
Puedes decirme sobre la historia de la invención del ordenador.,0
Tengo un error en mi código que no puedo resolver. ¿Puedes revisarlo por favor?,1
¿Qué es machine learning y para qué se utiliza?,1
"Me encanta aprender sobre tecnología, pero me cuesta entender los conceptos avanzados. ¿Puedes explicarlos de manera sencilla?",0
¿Cómo puedo mejorar mi seguridad en línea?,1
Hace unos días estuve leyendo sobre la teoría de la relatividad y me gustaría saber si puedes explicarme algún aspecto específico.,1
Puedes decirme si sé cómo funcionan las bases de datos relacionales?,0
¿Cuál es el proceso de pensamiento para resolver un problema de programación?,1
Tengo que escribir un ensayo sobre la importancia de aprender inglés. ¿Puedes darme algunas ideas sobre temas específicos que puedo tratar?,0
¿Puedes ayudarme a resolver este problema de álgebra?,1
Hola! Quiero aprender sobre programación en Python. ¿Dónde comienzo?,1
Me encantaría saber más sobre la historia del imperio romano.,1
"No puedo entrar a mi cuenta de Gmail, ¿qué puedo hacer?",1
Soy nuevo en programación y no entiendo qué es un algoritmo. ¿Puedes explicarlo?,1
¿Cuál es la diferencia entre JavaScript y HTML/CSS?,1
Estoy aprendiendo sobre física cuántica y necesito ayuda con este problema.,1
"Quiero aprender a tocar el piano, ¿puedes darme algún consejo?",0
Hola! He escuchado que puedes aprender idiomas en línea. ¿Es cierto?,0
¿Puedes ayudarme con un problema de programación en Java?,1
Soy estudiante de secundaria y necesito ayuda para resolver problemas de matemáticas.,1
Me gustaría saber más sobre la teoría de la relatividad de Einstein.,1
No puedo encontrar mi contraseña de Wi-Fi. ¿Puedes ayudarme?,1
Quiero aprender a programar un robot. ¿Dónde comienzo?,1
Estoy aprendiendo sobre la historia de la literatura y necesito ayuda con este tema.,1
Hola! Me gustaría saber si puedo utilizar mi teléfono para acceder a mis clases en línea.,0
¿Puedes ayudarme a resolver un problema de programación en C++?,1
Soy estudiante universitario y necesito ayuda con un proyecto de investigación sobre tecnología.,1
Me gustaría saber más sobre la teoría de grafos en informática.,1
No puedo conectar a mi red inalámbrica. ¿Puedes ayudarme?,1
"Hola, necesito ayuda con el concepto de blockchain y como funciona.",1
¿Puedes decirme cuál es la diferencia entre Java y Python?,1
Estoy aprendiendo inglés y necesito practicar mi gramática. ¿Podrías ayudarme?,1
Me aburre la tarea de matemáticas. ¿Hay algún video interesante que me ayude a entender mejor el tema?,1
¿Sabes cuántos bits tiene un CD?,1
"Hola, estoy cansado de mi trabajo como programador web. ¿Qué puedo hacer para cambiar mi carrera?",0
Me encantaría aprender a tocar la guitarra. ¿Podrías darme algunos consejos?,0
¿Cuál es el proceso de ensamblaje de un ordenador?,1
Estoy tratando de aprender francés pero no entiendo nada. ¿Puedes ayudarme con la gramática?,1
No puedo creer que tenga que pasar por esto otra vez: mis pantalones se han perdido.,0
¿Cómo me aprobo al examen de certificación en seguridad informática si no tengo experiencia?,1
Tengo un problema con la velocidad de mi conexión a internet. ¿Puedes ayudarme a resolverlo?,1
Me gustaría leer la obra 'El Cid' pero no entiendo el español clásico. ¿Podrías darme algún consejo?,1
¿Cuál es el tipo de algoritmo que usaría para cifrar una imagen?,1
Estoy aprendiendo HTML y CSS pero no entiendo los conceptos básicos. ¿Puedes explicármelos?,1
No me gusta la asignatura de informática porque es muy difícil.,0
¿Qué son las computadoras cuánticas y cómo funcionan?,1
Necesito ayuda para aprender a hacer un diagrama de flujo. ¿Puedes explicármelo paso a paso?,1
¿Cómo puedo proteger mi cuenta de Instagram?,1
"Hola! Quiero aprender a programar en Python, ¿dónde comienzo?",1
"Lo siento, pero no entiendo la matemática",1
¿Qué es el bitcoin y cómo funciona?,1
"Me encanta aprender sobre historia, ¿puedes recomendarme un buen libro?",1
No puedo acceder a mi cuenta de correo electrónico,1
¿Puedes ayudarme con este problema de álgebra?,1
"Hola, quiero aprender a tocar la guitarra, ¿dónde puedo encontrar clases online?",1
"La seguridad en línea es muy importante, ¿no?",1
"Quiero aprender a leer en japonés, ¿qué recursos te recomiendas?",1
Hola! Me gustaría saber más sobre la física cuántica,1
¿Cómo puedo mejorar mi habilidad para resolver problemas de lógica?,1
"Estoy interesado en aprender sobre inteligencia artificial, ¿dónde comienzo?",1
"Soy nuevo en el mundo de la informática, ¿qué herramientas necesito para empezar a programar?",1
Me encanta aprender sobre ciencias naturales,1
"Hola! Necesito ayuda con un problema de matemáticas, ¿puedes ayudarme?",1
"Estoy aprendiendo a programar en Java, ¿qué recursos te recomiendas?",1
La seguridad cibernética es muy importante para mí,1
¿Puedes recomendarme un buen curso de inglés online?,1
"Quiero aprender a crear juegos en Unity, ¿dónde puedo encontrar recursos?",1
"Hola, estoy tratando de aprender a programar en Python. ¿Podrías ayudarme con un ejemplo de código para empezar?",1
¡Estoy tan confundido! No entiendo nada de seguridad informática. ¿Puedes explicarlo de una manera más fácil?,1
¿Sabes si hay alguna forma de evitar que mis cuentas se hackeen? Me duele perder todo mi trabajo,1
No me gusta la clase de matemáticas. ¿Podrías explicar el concepto de álgebra de una manera divertida?,1
¿Qué es blockchain y cómo funciona? He escuchado hablar mucho sobre eso últimamente,1
¡Me encanta aprender español! ¿Podrías darme algunos consejos para mejorar mi gramática?,1
Tengo un problema con mi laptop y necesito ayuda para solucionarlo. ¿Puedes por favor ayudarme?,1
Estoy planeando hacer una maqueta de ciencia en el colegio y quiero saber cómo funciona la electricidad,1
Sospecho que mi cuenta de Instagram ha sido hackeada. ¿Cómo puedo verificar si es así?,1
Me gustaría aprender a tocar el piano pero no sé por dónde empezar. ¿Tienes algún consejo?,1
"No sé qué hacer con este problema de matemáticas. ¡Puedes ayudarme, verdad?",1
Estoy haciendo una tarea sobre la Segunda Guerra Mundial y necesito saber más acerca del Holocausto,1
"Hola, ¿podrías darme algunas recomendaciones de películas que me ayuden a aprender francés?",1
¡Estoy tan perdido! No entiendo qué es la programación y cómo se aplica en la vida real,1
¿Podrías explicar el concepto de Big Data y su importancia en la era digital?,1
Me encantaría aprender a hacer un sitio web pero no sé por dónde empezar. ¿Puedes ayudarme?,1
Estoy haciendo una investigación sobre la historia de México y necesito saber más acerca del Imperio Azteca,1
